Bad ID,Good ID,Bad Sentence,Good Sentence,Bad Sentence Gold Judgment,Bad Sentence LS,Good Sentence LS,Bad Sentence ME,Good Sentence ME,Bad Sentence FC Mean
32.1.martin.28b.??.08,32.1.martin.27b.g.08,The principal convinced the teacher that he would have finished grading before he goes on vacation.,The principal convinced the teacher that he will have finished grading before he goes on vacation.,??,-0.0171824076923077,0.982568456,0.04343710223076922,0.28870478523076926,0.25
32.1.martin.65b.*.01,32.1.martin.65a.g.01,John believes without a doubt his team will win.,John believes without a doubt that his team will win.,*,0.75806679175,1.29564769,0.7504998913333333,1.1641719921538463,0.38461538461538464
32.1.martin.65b.*.02,32.1.martin.65a.g.02,Emma thought for a moment her friend was at the door.,Emma thought for a moment that her friend was at the door.,*,0.8363469157692308,0.8273219393333333,0.8535509196923077,0.8171460629166667,0.3076923076923077
32.1.martin.65b.*.03,32.1.martin.65a.g.03,Bill heard from Sarah their boss was fired.,Bill heard from Sarah that their boss was fired.,*,0.14760275725000002,0.9835022294615384,0.118510694,0.7603405118461538,0
32.1.martin.65b.*.04,32.1.martin.65a.g.04,Ashley suggested to Michael he should throw a party.,Ashley suggested to Michael that he should throw a party.,*,0.7345742653846153,0.8056544096923077,0.40250056,0.8692973613846154,0.07692307692307693
32.1.martin.65b.*.05,32.1.martin.65a.g.05,Thomas read in the paper the stock market crashed.,Thomas read in the paper that the stock market crashed.,*,0.30289036546153847,1.011997878923077,0.35333257815384617,1.3385494896666668,0
32.1.martin.65b.*.06,32.1.martin.65a.g.06,Jessica saw on the news Michael Jackson died.,Jessica saw on the news that Michael Jackson died.,*,0.7557835273076923,1.0050094763846154,0.75367873575,1.201756802,0.23076923076923078
32.1.martin.65b.*.07,32.1.martin.65a.g.07,David learned from the internet Lindsay Lohan is back in rehab.,David learned from the internet that Lindsay Lohan is back in rehab.,*,0.37895039369230765,1.1820819296153846,0.2896443341666667,1.1267782816153846,0.07692307692307693
32.1.martin.65b.*.08,32.1.martin.65a.g.08,Amanda hinted to Jack there will be a pop quiz on Monday.,Amanda hinted to Jack that there will be a pop quiz on Monday.,*,0.7949556755384615,1.0659275049999999,0.6032516065384615,0.6722686220833334,0.08333333333333333
32.1.martin.66b.*.01,32.1.martin.66a.g.01,It is illegal one to criticize the government.,It is illegal for one to criticize the government.,*,-0.8856336586153846,1.0397874435384615,-1.1255596232307692,1.1187036989999999,0.07692307692307693
32.1.martin.66b.*.02,32.1.martin.66a.g.02,It is not wise one to skip class.,It is not wise for one to skip class.,*,-0.5635226993076923,1.1078598960000001,-0.803671833,1.166690596923077,0
32.1.martin.66b.*.03,32.1.martin.66a.g.03,It is important one to sleep regularly.,It is important for one to sleep regularly.,*,-0.9923690723846154,1.294235262818182,-0.5985202196923076,1.2893577181538463,0
32.1.martin.66b.*.04,32.1.martin.66a.g.04,It is suspicious one to wear black.,It is suspicious for one to wear black.,*,-1.135853712076923,0.7077727096363636,-0.7878260253846154,0.6837533289230769,0
32.1.martin.66b.*.05,32.1.martin.66a.g.05,It is silly one to sing in the shower.,It is silly for one to sing in the shower.,*,-0.8234168631818182,1.1869692041538462,-0.9315026683076923,0.7941204300769231,0
32.1.martin.66b.*.06,32.1.martin.66a.g.06,It is possible one to fix past mistakes.,It is possible for one to fix past mistakes.,*,-0.9882016326923077,1.2898715302307693,-0.6142998690769231,1.2289546236666666,0
32.1.martin.66b.*.07,32.1.martin.66a.g.07,It is normal one to be afraid of the dentist.,It is normal for one to be afraid of the dentist.,*,-0.26574182392307694,1.0288518132307691,-0.5342254851666667,1.2370478103846154,0
32.1.martin.66b.*.08,32.1.martin.66a.g.08,It is unfair one to judge the less fortunate.,It is unfair for one to judge the less fortunate.,*,-0.3767826508461538,1.1167078506923076,-0.2101996713846154,0.9401813768461539,0.07692307692307693
32.1.martin.69b.*.01,32.1.martin.69a.g.01,My belief Kim is clever is sincere.,My belief that Kim is clever is sincere.,*,-0.37149260258333333,0.1480830826153846,-0.41073462815384615,0.30909741038461536,0.07692307692307693
32.1.martin.69b.*.02,32.1.martin.69a.g.02,The thought Brian is inept is accurate.,The thought that Brian is inept is accurate.,*,-0.17057217646153844,1.0954741265833334,-0.7603911719166667,0.5264962178461539,0.23076923076923078
32.1.martin.69b.*.03,32.1.martin.69a.g.03,The announcement Michelle is retiring surprised the office.,The announcement that Michelle is retiring surprised the office.,*,0.2546021439166667,1.1154653648461539,0.37137129115384615,1.15567021275,0.08333333333333333
32.1.martin.69b.*.04,32.1.martin.69a.g.04,My discovery Nick is a liar disappointed Miranda.,My discovery that Nick is a liar disappointed Miranda.,*,-0.6219324748333334,0.7001160221666667,-0.5932232054615385,0.7518459940769231,0
32.1.martin.69b.*.05,32.1.martin.69a.g.05,The expectation Lauren will graduate is reasonable.,The expectation that Lauren will graduate is reasonable.,*,0.29055420292307693,1.1945425256666666,-0.057269899,0.6137851948461538,0.25
32.1.martin.69b.*.06,32.1.martin.69a.g.06,My suspicion Adam is cheating is based on evidence.,My suspicion that Adam is cheating is based on evidence.,*,0.390700505,1.0360324213076924,0.2302344443076923,0.9522017423846154,0.16666666666666666
32.1.martin.69b.*.07,32.1.martin.69a.g.07,Your assumption Kelly is lying offended her mother.,Your assumption that Kelly is lying offended her mother.,*,-0.29210700199999995,0.6169355658461538,-0.09078359023076922,0.7888290840769231,0
32.1.martin.69b.*.08,32.1.martin.69a.g.08,Your allegation Eric is untrustworthy is biased.,Your allegation that Eric is untrustworthy is biased.,*,-0.6554609067692307,1.1630412150833334,-0.34406868553846154,0.8416428388461539,0.07692307692307693
32.2.alexiadou.31a.*.01,32.2.alexiadou.31b.g.01,"""Don't touch that dial!"" suggested abruptly the TV screen.","""Don't touch that dial!"" suggested the TV screen abruptly.",*,-0.5744477037692308,0.41622927653846153,-0.1950542855,0.8913718804615385,0
32.2.alexiadou.31a.*.02,32.2.alexiadou.31b.g.02,“Wait one moment please!” asked kindly the voice recording.,“Wait one moment please!” asked the voice recording kindly.,*,-0.09946753984615385,0.10562010016666666,-0.16378668853846154,0.5104070663333333,0
32.2.alexiadou.31a.*.03,32.2.alexiadou.31b.g.03,“This just in!” interrupted hastily the radio announcer.,“This just in!” interrupted the radio announcer hastily.,*,-0.013388345583333334,0.7047329076153847,0.00762071483333332,0.9507607171538461,0.07692307692307693
32.2.alexiadou.31a.*.04,32.2.alexiadou.31b.g.04,"“Ready, aim, fire!” directed strictly the army sergeant.","“Ready, aim, fire!” directed the army sergeant strictly.",*,-0.27235136684615385,0.41514883575,0.16224434061538462,0.6324425835833333,0
32.2.alexiadou.31a.*.05,32.2.alexiadou.31b.g.05,“Click it or Ticket!” flashed brightly the freeway sign.,“Click it or Ticket!” flashed the freeway sign brightly.,*,0.11842281441666669,0.9671203056923077,-0.074646884,0.7828000603076923,0
32.2.alexiadou.31a.*.06,32.2.alexiadou.31b.g.06,“Stop bullying me!” shouted fearfully the overweight child.,“Stop bullying me!” shouted the overweight child fearfully.,*,0.258631801,0.7026966874615385,0.09827697407692308,1.0822946626153847,0.07692307692307693
32.2.alexiadou.31a.*.07,32.2.alexiadou.31b.g.07,“Touchdown!” screamed excitedly the football fan.,“Touchdown!” screamed the football fan excitedly.,*,-0.4735864679230769,0.824053389,-0.3944323310769231,0.9911320783333334,0
32.2.alexiadou.31a.*.08,32.2.alexiadou.31b.g.08,“Clear!” exclaimed worriedly the doctor.,“Clear!” exclaimed the doctor worriedly.,*,-0.01188691461538463,0.6793443886153846,-0.6888819656666667,0.40107319366666666,0
32.2.boeckx.11.*.01,32.2.boeckx.11.g.01,"Debbie ate chocolate, and Kathy milk drank.","Debbie ate chocolate, and Kathy drank milk.",*,-0.4141357047692308,1.1248911022307693,-0.4308633479230769,1.5785321963636363,0.07692307692307693
32.2.boeckx.11.*.02,32.2.boeckx.11.g.02,"Ryan read the sports page, and Sandra the news watched.","Ryan read the sports page, and Sandra watched the news.",*,-0.4636378854615385,1.318310644923077,-1.1081337623636363,1.0866528202307693,0
32.2.boeckx.11.*.03,32.2.boeckx.11.g.03,"Jack washed the dishes, and Kate the laundry folded.","Jack washed the dishes, and Kate folded the laundry.",*,-0.9806280496153846,1.206289892,-0.5097888785384616,1.3541390822307693,0
32.2.boeckx.11.*.04,32.2.boeckx.11.g.04,"Laura set the table, and Sharon the cake baked.","Laura set the table, and Sharon baked the cake.",*,-1.0170540574615385,0.7356527163636364,-0.6343941612307692,1.1000774291538462,0
32.2.boeckx.11.*.05,32.2.boeckx.11.g.05,"Mark turned on the TV, and Penny the DVD player loaded.","Mark turned on the TV, and Penny loaded the DVD player.",*,-0.903639769,1.0878991592307692,-0.8233247038461539,0.9792003969230769,0
32.2.boeckx.11.*.06,32.2.boeckx.11.g.06,"Jason drove his car, and Tara her bike rode.","Jason drove his car, and Tara rode her bike.",*,-0.29840398346153846,0.9022641962307693,-0.8084305495384616,1.28563787925,0
32.2.boeckx.11.*.07,32.2.boeckx.11.g.07,"Andy ordered a cheeseburger, and Bill another drink requested.","Andy ordered a cheeseburger, and Bill requested another drink.",*,-0.7427673837692308,1.1743726513846153,-0.6972271510833333,0.7717996997692308,0
32.2.boeckx.11.*.08,32.2.boeckx.11.g.08,"Heather dusted the shelves, and Madison the carpet vacuumed.","Heather dusted the shelves, and Madison vacuumed the carpet.",*,-0.9906485631538462,1.0222612425384616,-0.6065458193076924,1.1502955057692308,0
32.2.nunes.48b.*.01,32.2.nunes.48b.g.01,Mary drove Rio and John flew to Sao Paulo.,Mary drove to Rio and John flew to Sao Paulo.,*,-0.16957087918181818,1.078844902076923,-0.2642081047692308,1.2323670226923076,0.07692307692307693
32.2.nunes.48b.*.02,32.2.nunes.48b.g.02,Luke swam the shore and Gabrielle swam to the boat.,Luke swam to the shore and Gabrielle swam to the boat.,*,-0.0413030686153846,1.0827938920769231,-0.23605774153846154,0.8533662969166667,0.07692307692307693
32.2.nunes.48b.*.03,32.2.nunes.48b.g.03,Angela biked the store and Sean walked to the park.,Angela biked to the store and Sean walked to the park.,*,0.23364050553846155,1.141596355076923,-0.5527773249166666,0.6886121086923077,0
32.2.nunes.48b.*.04,32.2.nunes.48b.g.04,Daniel jogged the gym and Kayla walked to the restaurant.,Daniel jogged to the gym and Kayla walked to the restaurant.,*,-0.7842523415384616,0.9288386185384615,0.4246748820769231,0.9367993034615385,0
32.2.nunes.48b.*.05,32.2.nunes.48b.g.05,Beth hitchhiked Los Angeles and Robert drove to San Diego.,Beth hitchhiked to Los Angeles and Robert drove to San Diego.,*,-0.15514749461538463,0.6742121943846154,-0.053620893692307665,1.162588068090909,0
32.2.nunes.48b.*.06,32.2.nunes.48b.g.06,Paul flew Ireland and Laura sailed to Greece.,Paul flew to Ireland and Laura sailed to Greece.,*,-0.4096638113846154,1.318310644923077,-0.24693097463636363,0.9684831276923077,0
32.2.nunes.48b.*.07,32.2.nunes.48b.g.07,Shannon walked school and Corey biked to practice.,Shannon walked to school and Corey biked to practice.,*,-0.8630408599230769,0.8043311588461539,-0.5479262321538462,0.6237695563846154,0
32.2.nunes.48b.*.08,32.2.nunes.48b.g.08,Mark sailed the Caribbean and Cathy flew to the Mediterranean.,Mark sailed to the Caribbean and Cathy flew to the Mediterranean.,*,1.1563064367692308,0.7711305488181818,0.6502611178461538,0.9591096344615384,0.07692307692307693
32.2.stroik.4b.*.01,32.2.stroik.4a.g.01,"Max may have been studying, but Jason may have done so too.","Max may have been studying, but Jason may have been doing so too.",*,0.25162234684615387,0.25526857625,-0.3442846813076923,0.1759490059230769,0.15384615384615385
32.2.stroik.4b.*.02,32.2.stroik.4a.g.02,"Tiffany may have been reading, but Melissa may have done so too.","Tiffany may have been reading, but Melissa may have been doing so too.",*,-0.12585598384615385,0.4101238397692308,-0.05957503961538462,0.21772734246153846,0.46153846153846156
32.2.stroik.4b.*.03,32.2.stroik.4a.g.03,"Derek may have been sleeping, but Travis may have done so too.","Derek may have been sleeping, but Travis may have been doing so too.",*,-0.25777985375,0.2564567163076923,-0.0812571823076923,0.38951279376923076,0.25
32.2.stroik.4b.*.04,32.2.stroik.4a.g.04,"Kate may have been driving, but Rebecca may have done so too.","Kate may have been driving, but Rebecca may have been doing so too.",*,0.273447655,-0.10836228333333332,-0.0037946823846153766,0.18201677207692307,0.5
32.2.stroik.4b.*.05,32.2.stroik.4a.g.05,"David may have been skiing, but William may have done so too.","David may have been skiing, but William may have been doing so too.",*,-0.09583979216666666,0.5032522274615384,-0.047400486500000005,0.14501432730769231,0.5
32.2.stroik.4b.*.06,32.2.stroik.4a.g.06,"Cecilia may have been dancing, but Ariel may have done so too.","Cecilia may have been dancing, but Ariel may have been doing so too.",*,0.28320754923076924,0.16822387708333333,0.28034745499999997,0.209787638,0.5833333333333334
32.2.stroik.4b.*.07,32.2.stroik.4a.g.07,"Richard may have been hiding, but Blake may have done so too.","Richard may have been hiding, but Blake may have been doing so too.",*,0.08789322591666666,0.5578240796153846,-0.07729836069230768,0.18347699641666668,0.6153846153846154
32.2.stroik.4b.*.08,32.2.stroik.4a.g.08,"Alicia may have been shopping, but Sally may have done so too.","Alicia may have been shopping, but Sally may have been doing so too.",*,0.3790817765,0.19272349891666665,-0.02894551553846154,-0.0947036683076923,0.3076923076923077
32.2.stroik.13b.*.01,32.2.stroik.13a.g.01,They all have left and they have done all so deliberately.,They all have left and they have all done so deliberately.,*,-0.5316472290769231,0.4300552340769231,-0.15278536941666668,0.10729917115384616,0.07692307692307693
32.2.stroik.13b.*.02,32.2.stroik.13a.g.02,They all have eaten and they have done all so quickly.,They all have eaten and they have all done so quickly.,*,-0.6891579701538462,-0.21221816761538462,-0.692186941076923,-0.18338673223076923,0.15384615384615385
32.2.stroik.13b.*.03,32.2.stroik.13a.g.03,They all have finished and they have done all so efficiently.,They all have finished and they have all done so efficiently.,*,0.10772606646153846,0.4573456346923077,0.39555596238461543,0.19948613827272726,0.15384615384615385
32.2.stroik.13b.*.04,32.2.stroik.13a.g.04,They all have helped and they have done all so generously.,They all have helped and they have all done so generously.,*,0.06615146384615386,0.5096945944615384,-0.2521310180909091,0.7551279583846153,0.07692307692307693
32.2.stroik.13b.*.05,32.2.stroik.13a.g.05,They all have practiced and they have done all so regularly.,They all have practiced and they have all done so regularly.,*,-0.5616685372307693,0.06293877707692308,-0.4508008837692308,0.023421734999999996,0.15384615384615385
32.2.stroik.13b.*.06,32.2.stroik.13a.g.06,They all have studied and they have done all so effectively.,They all have studied and they have all done so effectively.,*,-0.24108911546153847,0.3713772730909091,0.23019234707692307,0.511212129923077,0.15384615384615385
32.2.stroik.13b.*.07,32.2.stroik.13a.g.07,They all have spoken and they have done all so eloquently.,They all have spoken and they have all done so eloquently.,*,0.04945491763636366,0.5704738422307692,0.01604087738461539,0.523526996,0.15384615384615385
32.2.stroik.13b.*.08,32.2.stroik.13a.g.08,They all have listened and they have done all so intently.,They all have listened and they have all done so intently.,*,0.4987490142307692,0.49286255853846156,-0.0677236723846154,0.24784650033333336,0.07692307692307693
32.2.stroik.17a.*.01,32.2.stroik.17a.g.01,"Chris is happy, and Pat does so too.","Chris is happy, and Pat is too.",*,-0.9281525589166666,0.9753519336923077,-0.7156994733846154,0.8713840937692308,0
32.2.stroik.17a.*.02,32.2.stroik.17a.g.02,"Frank is foolish, and Alexis does so too.","Frank is foolish, and Alexis is too.",*,-1.0808558036923077,0.99329845575,-0.6538072199166667,0.8922007298461538,0
32.2.stroik.17a.*.03,32.2.stroik.17a.g.03,"Artemis is grumpy, and Toni does so too.","Artemis is grumpy, and Toni is too.",*,-0.8379050178333334,1.0680531441538461,-1.0804006257692307,0.6212146109166666,0
32.2.stroik.17a.*.04,32.2.stroik.17a.g.04,"Arty is sick, and Mark does so too.","Arty is sick, and Mark is too.",*,-0.75887393125,0.9028880925833334,-0.9396601874615385,1.097903078923077,0
32.2.stroik.17a.*.05,32.2.stroik.17a.g.05,"Joanne is jealous, and Annie does so too.","Joanne is jealous, and Annie is too.",*,-0.7361736021538462,1.1453456435833334,-1.1153578278461538,0.9992637760769231,0
32.2.stroik.17a.*.06,32.2.stroik.17a.g.06,"Fritz is uncomfortable, and Frannie does so too.","Fritz is uncomfortable, and Frannie is too.",*,-0.9064601249230769,0.8518503702307693,-0.8784005553846154,0.8907314239230769,0
32.2.stroik.17a.*.07,32.2.stroik.17a.g.07,"Clive is nervous, and Kirsten does so too.","Clive is nervous, and Kirsten is too.",*,-0.99049000675,0.9292600402307692,-1.1675360043076923,0.9510133898461538,0.07692307692307693
32.2.stroik.17a.*.08,32.2.stroik.17a.g.08,"Orin is skinny, and Jamal does so too.","Orin is skinny, and Jamal is too.",*,-1.1563395986153846,1.0517810664166667,-1.0132306617692308,0.6432887466153846,0
32.3.culicover.32a.*.01,32.3.culicover.32a.g.01,John's promise to Susan to take care of herself.,John's promise to Susan to take care of himself.,*,-0.18457677483333335,0.3746259937692308,-0.2186405161666667,0.10506804523076922,0.15384615384615385
32.3.culicover.32a.*.02,32.3.culicover.32a.g.02,Erica's vow to Matt to take care of himself.,Erica's vow to Matt to take care of herself.,*,-0.026548826538461526,0.3686631286923077,-0.05450785892307694,0.34512325330769233,0.07692307692307693
32.3.culicover.32a.*.03,32.3.culicover.32a.g.03,Ryan's offer to Susan to take care of herself.,Ryan's offer to Susan to take care of himself.,*,-0.12083041715384615,0.22571258246153847,-0.16958634323076924,-0.13983236558333334,0.07692307692307693
32.3.culicover.32a.*.04,32.3.culicover.32a.g.04,Natalie's guarantee to Robert to take care of himself.,Natalie's guarantee to Robert to take care of herself.,*,-0.3675139686153846,-0.3635883226153846,-0.62227363825,-0.44332554733333335,0.07692307692307693
32.3.culicover.32a.*.05,32.3.culicover.32a.g.05,Ethan's obligation to Patricia to take care of herself.,Ethan's obligation to Patricia to take care of himself.,*,-0.2870303427692308,0.30260631,-0.6193959835833334,-0.3849728336153846,0
32.3.culicover.32a.*.06,32.3.culicover.32a.g.06,Debbie's pledge to Jason to take care of himself.,Debbie's pledge to Jason to take care of herself.,*,-0.5411221373846153,0.6818529125833334,-0.331183364,0.7864203521666666,0.3076923076923077
32.3.culicover.32a.*.07,32.3.culicover.32a.g.07,Carl's pledge to Jenny to take care of herself.,Carl's pledge to Jenny to take care of himself.,*,-0.2976901988333333,0.39392952933333336,-0.41734305358333335,0.4471644946153846,0.07692307692307693
32.3.culicover.32a.*.08,32.3.culicover.32a.g.08,Melissa's pledge to Dan to take care of himself.,Melissa's pledge to Dan to take care of herself.,*,-0.3601995355384615,0.5577566366666666,-0.5469431488461538,0.42297158983333333,0
32.3.fanselow.28b.*.01,32.3.fanselow.28b.g.01,He saw Mary and kissed.,He saw Mary and kissed her.,*,-0.59605103575,0.9859813542307693,-0.4951663865,0.5832923485384616,0.07692307692307693
32.3.fanselow.28b.*.02,32.3.fanselow.28b.g.02,She ran into Spencer and asked out.,She ran into Spencer and asked him out.,*,-0.9693060176153846,0.776563109076923,-0.6776726683846154,0.6917369745384615,0
32.3.fanselow.28b.*.03,32.3.fanselow.28b.g.03,He thought of Sarah and contacted.,He thought of Sarah and contacted her.,*,-0.840385080923077,0.8709642386923077,-0.7363353783076924,0.668359556,0
32.3.fanselow.28b.*.04,32.3.fanselow.28b.g.04,She called Victor and yelled at.,She called Victor and yelled at him.,*,-0.7639020972307692,0.9493999871538462,-1.2806586634166668,0.86899769525,0.07692307692307693
32.3.fanselow.28b.*.05,32.3.fanselow.28b.g.05,He followed Brenda and confronted.,He followed Brenda and confronted her.,*,-0.6955038640769231,1.0120107948461539,-0.71774071925,1.0320163164615386,0
32.3.fanselow.28b.*.06,32.3.fanselow.28b.g.06,She chased Phillip and insulted.,She chased Phillip and insulted him.,*,-1.0592485247692307,0.6578440535,-0.8179143313076923,0.7644873083333333,0
32.3.fanselow.28b.*.07,32.3.fanselow.28b.g.07,He grabbed Ryan and tackled.,He grabbed Ryan and tackled him.,*,-0.27157306275,1.0734364551538462,-0.5332360585833333,0.7583291362307693,0
32.3.fanselow.28b.*.08,32.3.fanselow.28b.g.08,She invited Briana and ignored.,She invited Briana and ignored her.,*,-0.9219302201538462,0.37117259983333334,-1.1571043686923077,0.15255939591666667,0
32.3.fanselow.58b.*.01,32.3.fanselow.58a.g.01,There has been shot a moose in the woods.,There has been a moose shot in the woods.,*,-0.70083751525,0.72473515325,-0.46798571,0.35033370907692307,0
32.3.fanselow.58b.*.02,32.3.fanselow.58a.g.02,There has been stolen a necklace from the jewelry store.,There has been a necklace stolen from the jewelry store.,*,-0.25809265515384616,1.0135336165833333,-0.5464683178333334,0.5869180583846154,0.07692307692307693
32.3.fanselow.58b.*.03,32.3.fanselow.58a.g.03,There has been elected a new governor in California.,There has been a new governor elected in California.,*,0.17463804491666668,1.0184163233076924,0.265803252,1.2440993035,0
32.3.fanselow.58b.*.04,32.3.fanselow.58a.g.04,There has been made an announcement in the newspaper.,There has been an announcement made in the newspaper.,*,-0.6571411298333333,0.7456408791666667,-0.27729242553846156,0.5136303063076924,0.08333333333333333
32.3.fanselow.58b.*.05,32.3.fanselow.58a.g.05,There has been written another story about the new healthcare law.,There has been another story written about the new healthcare law.,*,-0.46086728415384615,1.3121260440833333,-0.3956197973846154,1.179769082,0
32.3.fanselow.58b.*.06,32.3.fanselow.58a.g.06,There has been signed a treaty between Israel and Palestine.,There has been a treaty signed between Israel and Palestine.,*,-0.2630313567692308,1.1057836093846154,-0.02165511376923077,0.897736242076923,0.16666666666666666
32.3.fanselow.58b.*.07,32.3.fanselow.58a.g.07,There has been reached a deal between the two parties.,There has been a deal reached between the two parties.,*,-0.5791869939166666,0.7173748438461538,-0.23824914569230768,1.0321997770769231,0.15384615384615385
32.3.fanselow.58b.*.08,32.3.fanselow.58a.g.08,There has been issued a verdict about the new marriage law.,There has been a verdict issued about the new marriage law.,*,0.02984872846153847,1.0053363908333333,0.06740773676923077,0.9079915876153847,0.07692307692307693
32.3.fanselow.58d.*.01,32.3.fanselow.58c.g.01,There has been considered a man sick.,There has been a man considered sick.,*,-1.0474061152307692,-0.6878164162307693,-0.8496116465,-0.5625756491538462,0.07692307692307693
32.3.fanselow.58d.*.02,32.3.fanselow.58c.g.02,There has been considered a suspect guilty.,There has been a suspect considered guilty.,*,-1.03092111,0.2879054216923077,-0.8521703141538461,-0.3966285354615384,0
32.3.fanselow.58d.*.03,32.3.fanselow.58c.g.03,There has been considered a student dangerous.,There has been a student considered dangerous.,*,-1.099039478846154,0.08527132346153847,-0.9820490921538462,-0.656728178909091,0
32.3.fanselow.58d.*.04,32.3.fanselow.58c.g.04,There has been considered a criminal insane.,There has been a criminal considered insane.,*,-1.099819698,-0.11995150869230771,-1.246498521909091,-0.49339605884615384,0
32.3.fanselow.58d.*.05,32.3.fanselow.58c.g.05,There has been considered a woman desperate.,There has been a woman considered desperate.,*,-1.0619677833846155,-0.640862489,-0.9138371266923077,-0.6719451759230769,0
32.3.fanselow.58d.*.06,32.3.fanselow.58c.g.06,There has been considered a man violent.,There has been a man considered violent.,*,-1.2947199895384616,-0.6612440889090909,-0.9714815194615385,-0.6205022706923077,0
32.3.fanselow.58d.*.07,32.3.fanselow.58c.g.07,There has been considered a dog noisy.,There has been a dog considered noisy.,*,-1.0534800586363637,-0.9344326092307692,-0.9797355945384616,-0.9812284274615385,0
32.3.fanselow.58d.*.08,32.3.fanselow.58c.g.08,There has been considered a book obscene.,There has been a book considered obscene.,*,-0.8741973381538461,-0.08244942130769231,-0.947139128,-0.29301239583333333,0
32.3.fanselow.59b.*.01,32.3.fanselow.59a.g.01,He gave a book Mary.,He gave Mary a book.,*,-0.5266829298333333,1.1689700693846155,-0.5892441613076923,1.1241460452307692,0.07692307692307693
32.3.fanselow.59b.*.02,32.3.fanselow.59a.g.02,She baked a pie Jason.,She baked Jason a pie.,*,-0.8388342283846154,1.0886773843333333,-0.6754799478333333,1.094615037923077,0
32.3.fanselow.59b.*.03,32.3.fanselow.59a.g.03,He sent a card his mother.,He sent his mother a card.,*,-0.07116546125,1.0276304026923078,-0.3247714816923077,1.3664455899166668,0.16666666666666666
